Code,Item,Group,Region_Number,REGION_NAME,State_Name,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Average_Annual_Percent_Growth
2,Hospital Care (Millions of Dollars),State,4,Plains,Missouri,2505,2903,3315,3595,3756,4123,4407,4696,4925,5361,5903,6435,6960,7538,7960,8144,8462,8684,8951,9199,9733,10560,11429,12821,13593,14587,14743,16819,18151,18381,18725,18946,19697,19555,19826,20638,21476,22083,22736,23966,24999,5.9
2,Hospital Care (Millions of Dollars),State,4,Plains,Nebraska,675,796,928,988,1017,1050,1082,1137,1273,1400,1564,1723,1849,1954,2071,2187,2404,2437,2495,2695,2986,3297,3490,3727,4019,4414,4854,5022,5284,5460,5731,5756,5897,6006,6236,6476,6910,7336,7575,8054,8628,6.6
2,Hospital Care (Millions of Dollars),State,4,Plains,North Dakota,311,360,409,457,501,522,551,587,612,655,716,784,848,909,982,1065,1126,1217,1274,1286,1297,1453,1618,1591,1706,1823,1929,2036,2122,2362,2403,2619,2680,2910,3045,3254,3308,3303,3465,3707,3958,6.6
2,Hospital Care (Millions of Dollars),State,4,Plains,South Dakota,272,318,359,391,417,447,470,495,530,602,687,776,845,873,947,1045,1118,1167,1189,1278,1343,1488,1630,1765,1883,2172,2382,2485,2699,2961,3255,3507,3709,3937,4228,4554,4904,5290,5838,6176,6804,8.4
2,Hospital Care (Millions of Dollars),Region,5,Southeast,,20338,24116,28006,30869,33196,35649,38539,41788,46099,51271,57518,64148,69687,73920,77053,80660,84828,88650,91170,95348,100997,108381,116803,125278,134603,144674,154124,162340,167748,179373,186275,189925,202372,208013,216916,228659,239904,251256,259442,275634,295303,6.9
2,Hospital Care (Millions of Dollars),State,5,Southeast,Alabama,1575,1855,2147,2354,2463,2580,2734,2883,3161,3524,3964,4452,4954,5122,5316,5745,6078,6100,6011,6155,6353,6632,7020,7443,7807,8598,8997,9224,9394,10045,10180,10383,11189,11758,11909,12307,12933,13443,13812,14917,16065,6
2,Hospital Care (Millions of Dollars),State,5,Southeast,Arkansas,738,878,1051,1171,1237,1295,1376,1480,1643,1849,2080,2304,2504,2616,2695,2851,3031,3173,3348,3459,3663,4027,4357,4602,4817,5194,5403,5608,5983,6334,6542,6733,7102,7187,7506,7991,8628,9118,9202,9844,10600,6.9
2,Hospital Care (Millions of Dollars),State,5,Southeast,Florida,4347,5224,6208,6989,7620,8316,8871,9740,10948,11988,13282,14684,15737,16674,17219,17830,18829,19777,20214,21278,22856,24579,27131,28901,31123,33398,35910,37783,38878,41948,44007,44165,47449,48342,51364,54270,56339,59153,62832,65944,68950,7.2
2,Hospital Care (Millions of Dollars),State,5,Southeast,Georgia,2121,2469,2842,3168,3452,3809,4259,4731,5250,5883,6556,7257,7920,8488,8810,9139,9525,9761,10147,10428,11191,11943,12772,13757,14637,15770,16835,17683,17964,19148,19508,19961,21626,23137,24267,26029,27270,28417,29757,32486,35875,7.3
2,Hospital Care (Millions of Dollars),State,5,Southeast,Kentucky,1217,1438,1684,1837,1948,2133,2302,2489,2703,2995,3392,3846,4200,4408,4550,4750,5061,5458,5690,5862,6252,6755,7288,7601,8214,9169,9859,10239,10542,11353,11850,12267,12474,13068,13536,14235,14776,15427,16322,17435,18831,7.1
2,Hospital Care (Millions of Dollars),State,5,Southeast,Louisiana,1707,2109,2447,2669,2915,3100,3286,3457,3621,3969,4540,5065,5455,5843,6192,6447,6539,6741,6948,7189,7162,7704,8243,8755,9257,9531,9603,10257,10868,11814,12721,12404,12562,13161,13819,14432,15205,16296,16557,17464,19977,6.3
2,Hospital Care (Millions of Dollars),State,5,Southeast,Mississippi,858,986,1147,1272,1338,1407,1496,1607,1752,1940,2145,2350,2595,2786,3031,3401,3591,3667,3925,4021,4254,4620,4944,5230,5774,5998,6485,7037,7409,7479,7228,7359,8287,8383,8495,8742,9206,9308,8807,9178,10150,6.4
2,Hospital Care (Millions of Dollars),State,5,Southeast,North Carolina,1934,2279,2628,2845,3043,3185,3563,3934,4484,5110,5790,6534,7161,7643,8186,8815,9495,10051,10346,11128,12066,12896,13803,15130,16475,17560,19079,19751,20375,21991,23136,24278,26243,25812,26693,28765,30597,31746,33006,34971,36067,7.6
2,Hospital Care (Millions of Dollars),State,5,Southeast,South Carolina,962,1145,1294,1423,1587,1705,1872,2052,2277,2612,3056,3527,3877,4170,4492,4619,4675,5182,5335,5630,5944,6420,6979,7473,7912,8400,8964,9620,10382,10972,11443,11661,11753,12027,12466,12853,13509,13923,13908,14825,16094,7.3
2,Hospital Care (Millions of Dollars),State,5,Southeast,Tennessee,2004,2344,2674,2952,3181,3437,3739,3964,4324,4852,5427,6062,6658,7058,7163,7151,7606,7826,7903,8293,8857,9404,9987,10730,11522,12469,13407,14200,14146,14705,15333,15703,16927,17679,18330,19401,20609,22696,22455,22955,24851,6.5
2,Hospital Care (Millions of Dollars),State,5,Southeast,Virginia,2055,2431,2797,3026,3219,3478,3760,4107,4503,4964,5549,6119,6475,6819,7007,7395,7754,8141,8414,8936,9319,10063,10766,11881,12996,14172,14951,16011,16762,18095,18701,19241,20510,21083,21941,22587,23229,23582,24434,26625,27989,6.7
2,Hospital Care (Millions of Dollars),State,5,Southeast,West Virginia,819,957,1087,1162,1192,1205,1282,1343,1433,1584,1737,1949,2152,2293,2393,2517,2642,2772,2889,2968,3079,3338,3515,3777,4068,4416,4631,4928,5044,5490,5625,5771,6250,6377,6589,7047,7603,8147,8350,8991,9854,6.4
2,Hospital Care (Millions of Dollars),Region,6,Southwest,,8190,9950,11565,12658,13659,14551,15520,16846,18487,20338,22837,25482,28081,30013,30929,32117,33774,35066,37010,38971,41096,45308,50252,54104,57653,64289,68330,72668,77802,83651,88273,90797,96620,99843,104137,110568,114308,118764,122496,130135,140198,7.4
2,Hospital Care (Millions of Dollars),State,6,Southwest,Arizona,1078,1290,1480,1677,1883,2071,2269,2483,2710,2874,3181,3483,3703,3933,4171,4333,4509,4751,5118,5345,5799,6100,6950,7849,8544,10377,11040,11950,12714,13820,14661,14652,15303,15928,16427,17448,18574,19883,20899,22182,24890,8.2
2,Hospital Care (Millions of Dollars),State,6,Southwest,New Mexico,445,542,630,703,796,858,925,983,1116,1237,1332,1486,1644,1777,1844,1900,1991,2136,2220,2385,2357,2518,2673,2724,3048,3586,3660,3964,4488,4872,5175,5164,5275,5362,5625,6017,6235,6527,6667,6955,7567,7.3
2,Hospital Care (Millions of Dollars),State,6,Southwest,Oklahoma,1175,1479,1704,1739,1802,1875,2007,2116,2236,2405,2649,2917,3153,3288,3485,3704,3930,3929,4092,4311,4505,4862,5218,6046,6280,7056,7420,7877,8392,8626,9194,9806,10372,10840,11493,11871,12162,12944,13512,13864,14912,6.6
2,Hospital Care (Millions of Dollars),State,6,Southwest,Texas,5492,6639,7751,8538,9178,9747,10319,11264,12425,13822,15675,17598,19582,21016,21430,22179,23344,24250,25581,26930,28434,31829,35410,37484,39781,43270,46210,48877,52207,56335,59243,61175,65671,67712,70593,75231,77338,79410,81418,87133,92829,7.3
2,Hospital Care (Millions of Dollars),Region,7,Rocky Mountains,,2304,2793,3244,3522,3731,3968,4210,4591,4990,5402,6053,6780,7375,7717,8031,8609,9013,9616,9973,10493,11537,12750,13851,14996,16395,17596,19188,20769,21997,23707,25073,26083,27330,28853,30613,32428,34019,36219,38791,40683,42374,7.6
2,Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Colorado,1203,1467,1705,1842,1940,2063,2167,2320,2531,2707,3053,3424,3706,3833,3956,4203,4331,4505,4706,5034,5576,6225,6731,7246,7908,8117,8941,9692,10252,11143,11783,12021,12465,13380,14128,15039,15548,16437,17687,18682,19046,7.1
2,Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Idaho,241,288,334,369,392,413,441,486,521,572,655,742,830,873,930,1005,1103,1161,1258,1335,1414,1566,1727,1889,2006,2300,2566,2782,2830,3064,3289,3612,3928,4089,4388,4609,4895,5236,5500,5739,6198,8.5
2,Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Montana,267,318,374,410,424,441,474,511,560,621,692,780,850,892,930,1029,999,1149,1232,1328,1402,1530,1616,1747,1904,2145,2315,2456,2581,2755,2914,3032,3138,3382,3484,3719,3873,4106,4393,4634,4877,7.5
2,Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Utah,449,546,630,683,743,807,867,999,1082,1185,1307,1462,1603,1706,1769,1884,2055,2259,2209,2177,2482,2728,3006,3290,3694,4047,4288,4658,5108,5440,5660,5938,6232,6370,6901,7251,7865,8473,9219,9610,10041,8.1
2,Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Wyoming,144,173,201,219,233,244,261,275,296,317,347,372,386,413,446,489,525,543,568,617,664,700,770,824,883,987,1078,1181,1226,1305,1427,1480,1566,1632,1712,1810,1839,1967,1992,2019,2213,7.1
2,Hospital Care (Millions of Dollars),Region,8,Far West,,14768,17433,19736,21163,22534,24295,26007,28200,30390,32946,36445,39980,43348,45425,46543,47148,47876,48622,51701,55692,58748,64984,70437,76448,82138,88052,94064,100283,107775,115481,124572,131842,139187,146742,151946,165672,172645,178747,190133,201876,211745,6.9
2,Hospital Care (Millions of Dollars),State,8,Far West,Alaska,205,231,264,295,335,373,403,421,452,486,553,626,683,723,751,845,931,999,1013,1077,1205,1372,1441,1527,1633,1874,2034,2195,2357,2423,2586,2646,2749,2816,2936,3338,3339,3431,3348,3374,3223,7.1
2,Hospital Care (Millions of Dollars),State,8,Far West,California,11525,13577,15303,16359,17342,18664,19972,21609,23261,25123,27549,30120,32403,33832,34297,34325,34393,34726,37262,39744,41882,46162,49625,53882,57803,61519,65594,69082,74007,79177,86671,92898,98015,103983,106899,116746,121958,126283,135862,144684,152051,6.7
2,Hospital Care (Millions of Dollars),State,8,Far West,Hawaii,358,430,509,544,588,640,696,783,843,946,1131,1230,1335,1459,1553,1619,1741,1662,1648,1709,1760,1964,2026,2215,2303,2538,2639,2817,3065,3206,3221,3196,3536,3669,3766,4082,4168,4372,4612,4918,5362,7
2,Hospital Care (Millions of Dollars),State,8,Far West,Nevada,382,477,557,587,619,663,711,768,825,903,1035,1153,1254,1367,1501,1545,1662,1718,1839,2033,2215,2539,2985,3146,3552,3816,4145,4629,5071,5143,5216,5366,5290,5832,6361,6589,7216,7617,7836,8044,8262,8
2,Hospital Care (Millions of Dollars),State,8,Far West,Oregon,918,1097,1240,1314,1387,1470,1575,1714,1887,2075,2266,2367,2666,2862,2942,3099,3207,3389,3612,3856,4198,4716,5172,5497,5995,6600,7132,7616,8010,8775,9541,9931,10265,10810,11843,13140,13838,14070,14631,15625,16504,7.5
2,Hospital Care (Millions of Dollars),State,8,Far West,Washington,1380,1620,1862,2064,2264,2486,2649,2905,3122,3414,3911,4483,5006,5182,5499,5715,5941,6127,6327,7273,7487,8230,9188,10181,10852,11705,12519,13945,15265,16756,17337,17805,19332,19630,20141,21777,22126,22974,23844,25231,26344,7.7
3,Physician & Clinical Services (Millions of Dollars),United States,0,United States,,47731,55614,61630,68658,77429,90862,100729,112925,128638,143333,158980,176566,191258,202744,212743,222248,230807,241636,256483,269516,288191,312697,337691,364323,384594,409792,433010,457329,481475,497481,512353,535776,557122,567936,597662,636433,675348,709410,736876,767881,809460,7.3
3,Physician & Clinical Services (Millions of Dollars),Region,1,New England,,2181,2481,2848,3086,3552,4105,4878,5753,6752,7733,8546,9318,10041,10755,11056,11789,12149,13024,14051,14548,15669,17168,18583,19493,20575,21553,22983,24516,25904,27055,27761,29068,30304,30673,31538,33276,34973,36582,38004,39650,41284,7.6
3,Physician & Clinical Services (Millions of Dollars),State,1,New England,Connecticut,623,706,813,896,1024,1174,1415,1640,1949,2268,2435,2700,2871,2939,3101,3392,3387,3577,3805,3858,4141,4572,4857,5067,5439,5361,5716,6122,6461,6665,6837,7079,7475,7467,7739,8060,8394,8743,9326,9820,10296,7.3
3,Physician & Clinical Services (Millions of Dollars),State,1,New England,Maine,148,167,189,205,240,279,313,382,444,490,550,614,673,737,722,780,834,915,973,1090,1203,1376,1476,1598,1640,1707,1718,1777,1833,1924,1943,1966,2021,2045,2151,2317,2485,2665,2843,2984,3261,8
3,Physician & Clinical Services (Millions of Dollars),State,1,New England,Massachusetts,1026,1169,1325,1437,1676,1920,2302,2722,3264,3738,4147,4450,4822,5274,5331,5534,5729,6238,6743,6886,7380,8026,8943,9319,9666,10354,11267,12213,13013,13696,14078,14878,15483,15792,16162,17120,18049,18920,19324,20049,20468,7.8
3,Physician & Clinical Services (Millions of Dollars),State,1,New England,New Hampshire,140,162,196,207,227,280,322,411,426,492,568,655,728,773,841,913,1003,1046,1212,1353,1406,1496,1447,1521,1727,1847,1943,2080,2199,2327,2421,2552,2641,2602,2590,2674,2766,2830,2954,3116,3345,8.3
3,Physician & Clinical Services (Millions of Dollars),State,1,New England,Rhode Island,180,203,231,241,276,324,369,427,466,531,596,636,664,722,733,817,816,837,888,918,1007,1085,1172,1250,1344,1511,1558,1582,1637,1682,1707,1766,1839,1893,1998,2149,2270,2367,2441,2519,2673,7
3,Physician & Clinical Services (Millions of Dollars),State,1,New England,Vermont,64,74,95,100,109,129,157,172,202,214,250,263,283,309,328,352,381,412,430,444,533,612,687,737,757,774,781,741,760,761,775,827,845,874,899,956,1009,1056,1115,1163,1241,7.7
3,Physician & Clinical Services (Millions of Dollars),Region,2,Mideast,,8060,9163,10026,11242,13461,15167,16797,19776,22453,25039,27986,31225,34056,35762,38042,39771,40547,42062,43570,46504,49697,53934,57602,61637,64229,67817,71886,76752,80851,83898,85888,90022,93651,95956,100089,105581,111552,116700,120929,126639,131660,7.2
3,Physician & Clinical Services (Millions of Dollars),State,2,Mideast,Delaware,121,133,151,167,195,246,266,318,348,392,438,487,535,555,606,624,648,708,726,864,912,971,1112,1293,1338,1398,1457,1530,1655,1724,1760,1870,1914,1904,2038,2134,2239,2320,2296,2381,2542,7.9
3,Physician & Clinical Services (Millions of Dollars),State,2,Mideast,District of Columbia,265,304,330,334,393,405,481,504,608,730,787,872,800,813,830,854,782,772,764,794,856,1034,1127,1201,1260,1316,1421,1628,1714,1839,2013,2286,2433,2630,2909,3208,3594,3816,4194,4453,4642,7.4
3,Physician & Clinical Services (Millions of Dollars),State,2,Mideast,Maryland,905,1048,1141,1267,1581,1816,2065,2346,2741,3018,3345,3779,4121,4437,4870,4874,5082,5212,4982,5712,6159,6469,7032,7555,8067,8382,9000,9504,10000,10288,10659,11124,11778,12057,12624,13568,14399,15036,15772,16270,16857,7.6
3,Physician & Clinical Services (Millions of Dollars),State,2,Mideast,New Jersey,1471,1680,1796,2014,2478,2690,3039,3583,4018,4524,5175,5699,6677,6730,7161,7865,7855,8254,8461,8993,9956,10672,11388,11594,12127,13257,13891,15477,16389,16920,17059,17858,18757,19555,20653,21961,23118,24508,25168,26786,27530,7.6
3,Physician & Clinical Services (Millions of Dollars),State,2,Mideast,New York,3195,3563,3924,4391,5253,5816,6288,7650,8710,9751,10969,11934,13174,13927,14631,15448,15896,16488,17756,18115,19005,21188,22469,24257,24855,26029,28231,29200,30417,31661,32376,33692,34504,35178,36283,37889,39602,41158,42585,44387,46373,6.9
3,Physician & Clinical Services (Millions of Dollars),State,2,Mideast,Pennsylvania,2104,2434,2683,3069,3561,4195,4659,5375,6027,6624,7271,8454,8747,9300,9943,10107,10285,10628,10881,12026,12808,13599,14475,15735,16581,17435,17887,19413,20677,21466,22021,23191,24265,24631,25582,26821,28601,29862,30914,32361,33716,7.2
3,Physician & Clinical Services (Millions of Dollars),Region,3,Great Lakes,,8607,9927,10472,11380,12742,14794,16581,17978,20301,22225,24243,26757,28744,30490,31886,32989,34059,34793,36783,39067,42032,46136,50031,53307,55619,58962,62560,65669,68914,71293,73527,76603,80104,81554,85693,90870,96575,101488,104360,107195,111658,6.6
3,Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Illinois,2255,2588,2717,2973,3309,3965,4235,4643,5402,5971,6541,7167,7825,8382,8826,9109,9486,9793,10592,10813,11756,12434,13879,14764,15226,16053,17200,18141,18913,19641,20401,21013,21831,22107,22882,23906,24970,25909,26478,27146,28409,6.5
3,Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Indiana,940,1074,1232,1262,1437,1708,1880,2162,2337,2585,3048,3319,3621,3982,4112,4149,4350,4509,4988,5362,5649,6353,6700,7299,7765,8379,9033,9338,9725,9818,10243,10832,11568,12067,12588,13756,14814,15535,15915,16668,17615,7.6
3,Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Michigan,2160,2474,2517,2730,3034,3467,4055,4095,4692,5054,5297,5843,6092,6255,6570,6854,7085,7239,7498,7985,8409,8902,9428,9925,10383,11005,11665,12071,12967,13780,14210,15097,15565,15771,16522,17342,18606,19235,19787,19835,20521,5.8
3,Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Ohio,2262,2645,2815,3130,3491,3924,4449,4935,5625,6060,6606,7362,7795,8142,8407,8600,8892,8841,9221,9655,10565,11892,12826,13695,14175,14690,15073,15918,16561,17085,17689,18361,19635,20021,21343,23054,24683,26599,27427,28344,29695,6.6
3,Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Wisconsin,989,1146,1192,1285,1471,1729,1962,2142,2246,2557,2751,3067,3412,3729,3971,4277,4247,4410,4484,5252,5653,6555,7197,7623,8070,8836,9589,10200,10748,10969,10984,11300,11505,11587,12358,12812,13502,14209,14753,15202,15418,7.1
3,Physician & Clinical Services (Millions of Dollars),Region,4,Plains,,3409,4041,4333,4730,5219,6205,6802,7412,8502,9506,10141,10998,11970,12800,13764,14249,14982,15424,17344,17784,19606,20879,22435,24041,24801,25335,26651,28633,29854,30668,31926,33307,34418,34826,35936,38642,40712,42614,44184,45625,48050,6.8
3,Physician & Clinical Services (Millions of Dollars),State,4,Plains,Iowa,494,583,610,658,713,812,845,930,1049,1116,1257,1342,1477,1601,1695,1730,1808,1878,2145,2250,2378,2588,2659,3017,3047,3172,3276,3396,3611,3691,3769,3855,3977,4049,4316,4677,4914,5108,5246,5416,5696,6.3
3,Physician & Clinical Services (Millions of Dollars),State,4,Plains,Kansas,497,582,606,628,702,852,935,1011,1155,1261,1433,1569,1684,1778,1891,2041,2119,2167,2368,2386,2741,2983,3201,3570,3764,3981,4087,4314,4552,4653,4748,4972,5039,4905,5097,5433,5498,5568,5642,5726,6472,6.6
3,Physician & Clinical Services (Millions of Dollars),State,4,Plains,Minnesota,945,1165,1206,1333,1486,1898,2013,2186,2576,2944,2993,3346,3533,4002,4262,4589,4939,4878,5779,5750,6352,6956,7123,7529,7668,7986,8492,9071,9208,9455,9906,9812,10197,10260,10428,11013,11621,12141,12877,13195,13385,6.9
3,Physician & Clinical Services (Millions of Dollars),State,4,Plains,Missouri,931,1076,1194,1315,1475,1682,1869,2079,2324,2663,2847,3069,3445,3517,3839,3804,3972,4237,4626,4818,5306,5369,6118,6252,6409,6204,6490,7241,7516,7798,8209,9036,9315,9659,10002,10908,11627,12384,12681,13146,13882,7
3,Physician & Clinical Services (Millions of Dollars),State,4,Plains,Nebraska,283,328,368,394,425,492,590,585,696,744,802,832,920,962,1023,998,1034,1096,1205,1246,1397,1576,1741,1929,2105,2148,2338,2503,2718,2767,2898,3147,3289,3330,3399,3674,3936,4128,4338,4542,4794,7.3
3,Physician & Clinical Services (Millions of Dollars),State,4,Plains,North Dakota,145,176,201,225,232,259,299,363,405,456,465,481,508,506,540,587,572,555,571,566,597,630,686,772,834,869,896,975,1047,1041,1084,1108,1199,1214,1258,1402,1534,1702,1775,1898,1964,6.7
3,Physician & Clinical Services (Millions of Dollars),State,4,Plains,South Dakota,115,131,147,179,185,210,250,258,297,322,344,359,403,434,515,499,538,613,651,769,835,778,907,972,975,975,1072,1133,1202,1263,1313,1378,1401,1409,1436,1534,1581,1583,1625,1702,1857,7.2
3,Physician & Clinical Services (Millions of Dollars),Region,5,Southeast,,10042,11804,13174,15043,17142,19987,22459,25476,29168,33138,37253,41389,44440,47805,50144,52451,54757,58474,61194,65057,71187,77873,83573,91184,97580,102157,108563,113016,119706,123737,126189,132388,138793,142098,151168,160888,170775,180257,186923,195328,207339,7.9
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Alabama,675,784,866,972,1094,1337,1480,1755,2070,2253,2530,2895,2910,3191,3456,3469,3552,3865,4111,4170,4460,4752,5196,6300,6346,6467,6559,6712,7018,7201,7309,7533,7796,7879,8362,8924,9437,9850,10083,10533,11320,7.3
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Arkansas,390,457,505,579,595,730,853,925,1109,1147,1250,1405,1399,1543,1612,1672,1653,1797,1796,1969,2156,2290,2509,2749,2977,3323,3510,3735,3842,3848,3823,3988,4098,4130,4532,4630,5051,5262,5392,5662,6082,7.1
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Florida,2686,3186,3552,4268,4716,5864,6452,7400,8529,9841,11397,12283,13299,14027,14612,14719,15210,15986,16342,17505,19399,21423,23128,25500,27440,29390,31261,32921,35430,36361,36720,38840,40588,41482,44083,47634,50473,53337,55501,58183,61689,8.1
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Georgia,1050,1234,1382,1554,1830,2154,2461,2817,3208,3732,4174,4703,5163,5528,5631,6302,6613,7038,7538,7936,8107,8776,9981,10271,11550,11705,13258,13625,14174,14546,14818,15700,16729,17321,19231,20798,22338,23443,24464,25516,27209,8.5
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Kentucky,601,712,778,851,975,1019,1197,1345,1519,1689,1889,2113,2353,2490,2598,2891,3016,3184,3293,3742,4250,4383,4742,5115,5255,5327,5507,5595,5816,6003,6144,6533,6908,7261,7751,7806,8347,8890,9332,9550,9984,7.3
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Louisiana,761,901,1078,1239,1414,1608,1689,1855,2131,2308,2522,2781,2976,3091,3183,3220,3317,3539,3848,4255,4551,4663,4885,5383,5706,5538,5762,6134,6515,6835,6966,6922,7062,7455,7932,8442,8788,9087,9493,9872,10485,6.8
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Mississippi,346,403,450,510,576,633,742,762,930,1020,1097,1200,1220,1392,1444,1570,1660,1869,1851,1869,2197,2455,2652,2796,2753,3096,3342,3494,3655,3782,3876,4074,4261,4146,4227,4362,4654,4836,5002,5188,5480,7.2
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,North Carolina,912,1053,1162,1253,1526,1558,1744,2285,2383,2849,3257,3734,4191,4713,5009,5167,5546,5894,6114,6742,7384,8870,9013,9431,10011,10861,11464,11863,12639,13276,13729,14456,15373,15658,16427,17610,19218,20514,20890,21945,23217,8.4
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,South Carolina,443,512,547,650,749,867,1018,1090,1301,1421,1568,1725,1867,2035,2168,2298,2435,2676,2880,3120,3338,3823,4176,4530,4904,5051,5388,5627,5831,5919,6009,6299,6492,6811,7162,7319,7423,7999,8345,8937,9622,8
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Tennessee,893,1048,1168,1332,1546,1642,1949,2119,2474,2773,3043,3479,3720,4123,4354,5021,5289,5717,6162,6340,6885,7820,7652,8427,9383,9718,10019,10195,10744,11131,11514,11840,12453,12727,13506,14396,15101,16177,16752,17287,18323,7.8
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Virginia,960,1125,1246,1360,1591,1931,2174,2387,2702,3227,3567,4047,4206,4490,4816,4804,5113,5451,5769,5840,6787,6785,7665,8665,9201,9590,10345,10891,11722,12361,12771,13591,14303,14414,14962,15803,16566,17302,17972,18821,19808,7.9
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,West Virginia,327,388,440,474,529,645,700,735,811,879,958,1023,1138,1182,1260,1317,1353,1459,1489,1569,1674,1833,1972,2018,2054,2092,2147,2223,2318,2474,2510,2614,2731,2814,2992,3163,3378,3562,3697,3834,4121,6.5
3,Physician & Clinical Services (Millions of Dollars),Region,6,Southwest,,4716,5647,6434,7066,7790,9503,10185,11047,12363,13727,15277,16817,18260,19209,20418,21616,22718,24580,25990,28714,30150,33029,37006,38638,41204,46375,48325,49853,52835,55391,57034,60351,63043,63971,67492,72090,76714,80670,83766,87303,93167,7.7
3,Physician & Clinical Services (Millions of Dollars),State,6,Southwest,Arizona,723,856,944,1073,1143,1469,1570,1823,2039,2270,2607,3034,3193,3534,3681,3679,3894,4103,4380,4756,4876,5383,6193,6451,7010,7608,8145,8785,9534,9972,10300,11011,11404,11671,12249,12848,13623,14378,15246,16008,17319,8.3
3,Physician & Clinical Services (Millions of Dollars),State,6,Southwest,New Mexico,217,250,274,310,342,440,458,530,564,641,686,748,852,898,1026,1031,1165,1230,1266,1245,1300,1349,1436,1591,1748,1821,1991,2162,2250,2471,2528,2758,2902,2874,2890,2907,3025,3075,3102,3163,3284,7
3,Physician & Clinical Services (Millions of Dollars),State,6,Southwest,Oklahoma,593,686,774,787,935,1113,1162,1219,1351,1478,1585,1713,1882,1952,2147,2169,2290,2488,2606,2815,2994,3384,3536,3722,3715,3994,4286,4636,4794,4953,5014,5356,5481,5555,5777,6130,6595,6651,6919,7187,7656,6.6
3,Physician & Clinical Services (Millions of Dollars),State,6,Southwest,Texas,3183,3856,4441,4896,5370,6481,6995,7476,8409,9338,10399,11322,12333,12826,13564,14737,15368,16758,17737,19899,20980,22914,25841,26874,28730,32952,33903,34270,36256,37995,39191,41226,43255,43872,46575,50206,53471,56567,58499,60945,64907,7.8
3,Physician & Clinical Services (Millions of Dollars),Region,7,Rocky Mountains,,1269,1493,1654,1886,2058,2528,2635,2909,3325,3576,3942,4362,4767,5031,5326,5578,5887,6374,7183,7481,8331,8913,9935,10932,11465,12006,13119,13669,14323,14776,15098,15672,16088,16448,17366,18725,20126,21321,22432,23210,24913,7.7
3,Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Colorado,644,769,852,976,1097,1312,1377,1567,1761,1917,2127,2365,2632,2716,2929,3048,3181,3409,4019,4191,4706,4968,5436,6070,6247,6368,7083,7163,7458,7636,7685,8011,8180,8250,8874,9743,10594,11207,11757,12111,12883,7.8
3,Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Idaho,149,168,187,213,231,307,327,328,393,390,439,487,526,580,597,655,698,766,803,856,926,984,1104,1176,1267,1400,1519,1598,1713,1771,1799,1828,1791,1794,1839,1892,1947,2155,2284,2565,2899,7.7
3,Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Montana,148,169,184,195,214,261,274,282,321,342,377,410,441,454,462,489,530,564,578,621,698,779,891,970,1025,1059,1132,1211,1277,1358,1415,1515,1585,1605,1672,1804,2008,2167,2203,2301,2429,7.3
3,Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Utah,256,303,337,393,402,525,522,598,695,771,829,928,984,1076,1119,1148,1234,1373,1477,1510,1629,1785,2044,2237,2432,2648,2818,3089,3219,3348,3500,3608,3784,4068,4204,4474,4760,4967,5343,5341,5709,8.1
3,Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Wyoming,72,85,94,109,114,123,134,133,154,156,170,173,185,206,219,238,243,263,306,302,371,397,460,478,495,530,567,607,656,663,699,710,747,732,777,812,817,824,846,892,993,6.8
